'P2P Skype client login startup',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
'P2P Skype client login',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault HIDS: Logon Failure - Account's password expired.,Consecutive failed SMB login attempts,Consecutive failed Telnet logins,Suspicious Account Enumeration,Suspicious SMB Permission Errors,Suspicious SSH connection,Suspicious VNC Connection,SMBv1,Potential SMB Brute Force Attack,IMAP Clear-Text Password Transmission,Active Directory Password Policy Query,,,,,,,,,
AlienVault HIDS: Logon Failure - Unknown user or bad password.,Consecutive failed SMB login attempts,Consecutive failed Telnet logins,Suspicious Account Enumeration,Suspicious Password Policy Query,Suspicious SMB Permission Errors,Suspicious SSH connection,Suspicious VNC Connection,SMBv1,Potential SMB Brute Force Attack,IMAP Clear-Text Password Transmission,Active Directory Password Policy Query,,,,,,,,
AlienVault HIDS: Logon Failure - User not granted logon type.,Consecutive failed SMB login attempts,Consecutive failed Telnet logins,Suspicious Account Enumeration,Suspicious Password Policy Query,Suspicious SMB Permission Errors,Suspicious SSH connection,Suspicious VNC Connection,SMBv1,Potential SMB Brute Force Attack,IMAP Clear-Text Password Transmission,Active Directory Password Policy Query,,,,,,,,
AlienVault HIDS: Multiple XSS (Cross Site Scripting) attempts from same source ip.,Possible Cross Site Scripting Attempt,Unusual Possible Cross Site Scripting Attempt,,,,,,,,,,,,,,,,,
AlienVault HIDS: Multiple remote access login failures.,Consecutive failed SMB login attempts,Potential Lateral Movement: Psexec SMB Create,Potential SMB Brute Force Attack,Potential SMB probe for MS17-010 patch,SMBv1,Suspicious SMB Permission Errors,Suspicious use of SMBv1,Mirai Login Attempt,Administrator RDP Connection,RDP protocol,RDP Connection with Nessus Cookie,RDP Connection with nmap Cookie,RDP Connection with rapid Cookie,RDP Jump Box,Suspicious RDP Jump Box,Suspicious RDP connection,PsExec interaction,Suspicious VNC Connection,Mirai Variant
AlienVault HIDS: Multiple web server 400 error codes from same source ip.,Metasploit web server,Web Application Attack,Blocked HTTP Connection,HTTP 414 URI Too Long,Sinkhole host,Suspicious DNS Resolution,Suspicious Dynamic DNS Public IP Check,Suspicious URL,URLhaus blacklisted host,,,,,,,,,,
AlienVault HIDS: SQL injection attempt.,SQL Injection,,,,,,,,,,,,,,,,,,
AlienVault HIDS: SSHD authentication success.,SSH connection on unusual port,Suspicious SSH connection,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,,,
AlienVault HIDS: SSHD brute force trying to get access to the system.,SSH connection on unusual port,Suspicious SSH connection,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,,,
AlienVault HIDS: Windows Logon Failure.,,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'BACKDOOR c99shell.php command request - cmd',Web Shell Command,Potential Remote Shell Command,Potential Web Shell Command,Suspicious Remote Shell Command,Command Execution Over SMB,Potential ThinkPHP RCE Exploitation Attempt,,,,,,,,,,,,,
AlienVault NIDS: 'BACKDOOR c99shell.php command request - phpinfo',Web Shell Command,Potential Remote Shell Command,Potential Web Shell Command,Suspicious Remote Shell Command,Command Execution Over SMB,Potential ThinkPHP RCE Exploitation Attempt,,,,,,,,,,,,,
AlienVault NIDS: 'BACKDOOR trojan.tdss.1.gen install-time detection - findzproportal1.com',GenericTrojan_11,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'BACKDOOR trojan.tdss.1.gen install-time detection - yournewsblog.net',GenericTrojan_11,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'BLACKLIST DNS request for known malware domain in6cs.com - Trojan.Win32.Tdss.beea',Suspicious DNS Resolution,Unusual DNS Resolution,GenericTrojan_11,,,,,,,,,,,,,,,,
AlienVault NIDS: 'BLACKLIST DNS request for known malware domain urodinam.net - Trojan.Win32.TDSS.azsj',Suspicious DNS Resolution,Unusual DNS Resolution,GenericTrojan_11,,,,,,,,,,,,,,,,
AlienVault NIDS: 'BOTNET-CNC Tidserv malware command and control channel traffic',BetaBot,Loki Bot,Qakbot,TrickBot,Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,
AlienVault NIDS: 'ET ATTACK RESPONSE C99 Modified phpshell detected',Web Shell Command,Potential Remote Shell Command,Potential Web Shell Command,Suspicious Remote Shell Command,Command Execution Over SMB,Potential ThinkPHP RCE Exploitation Attempt,,,,,,,,,,,,,
AlienVault NIDS: 'ET ATTACK RESPONSE IRC - Channel JOIN on non-std port',Connection on suspicious port,Connection on unusual port,Connection received on unusual port,Data download on suspicious port,Data upload on suspicious port,Unusual connection received on unusual port,Self-signed certificate on high port,Unusual connection between two hosts,Unusual data upload,TLS Certificate With Default Values,,,,,,,,,
AlienVault NIDS: 'ET ATTACK RESPONSE IRC - DCC chat request on non-std port',Connection on suspicious port,Connection on unusual port,Connection received on unusual port,Data download on suspicious port,Data upload on suspicious port,Unusual connection received on unusual port,Self-signed certificate on high port,Unusual connection between two hosts,Unusual data upload,TLS Certificate With Default Values,,,,,,,,,
AlienVault NIDS: 'ET ATTACK RESPONSE IRC - Nick change on non-std port',Connection on suspicious port,Connection on unusual port,Connection received on unusual port,Data download on suspicious port,Data upload on suspicious port,Unusual connection received on unusual port,Self-signed certificate on high port,Unusual connection between two hosts,Unusual data upload,TLS Certificate With Default Values,,,,,,,,,
AlienVault NIDS: 'ET ATTACK RESPONSE IRC - Private message on non-std port',Connection on suspicious port,Connection on unusual port,Connection received on unusual port,Data download on suspicious port,Data upload on suspicious port,Unusual connection received on unusual port,Self-signed certificate on high port,Unusual connection between two hosts,Unusual data upload,TLS Certificate With Default Values,,,,,,,,,
AlienVault NIDS: 'ET ATTACK RESPONSE IRC - channel join on non-std port',Connection on suspicious port,Connection on unusual port,Connection received on unusual port,Data download on suspicious port,Data upload on suspicious port,Unusual connection received on unusual port,Self-signed certificate on high port,Unusual connection between two hosts,Unusual data upload,TLS Certificate With Default Values,,,,,,,,,
AlienVault NIDS: 'ET ATTACK RESPONSE IRC - dns request on non-std port',Connection on suspicious port,Connection on unusual port,Connection received on unusual port,Data download on suspicious port,Data upload on suspicious port,Unusual connection received on unusual port,Self-signed certificate on high port,Unusual connection between two hosts,Unusual data upload,TLS Certificate With Default Values,,,,,,,,,
AlienVault NIDS: 'ET ATTACK RESPONSE c99shell phpshell detected',Web Shell Command,Potential Remote Shell Command,Potential Web Shell Command,Suspicious Remote Shell Command,Command Execution Over SMB,Potential ThinkPHP RCE Exploitation Attempt,,,,,,,,,,,,,
AlienVault NIDS: 'ET ATTACK RESPONSE lila.jpg phpshell detected',Web Shell Command,Potential Remote Shell Command,Potential Web Shell Command,Suspicious Remote Shell Command,Command Execution Over SMB,Potential ThinkPHP RCE Exploitation Attempt,,,,,,,,,,,,,
AlienVault NIDS: 'ET ATTACK RESPONSE r57 phpshell footer detected',Web Shell Command,Potential Remote Shell Command,Potential Web Shell Command,Suspicious Remote Shell Command,Command Execution Over SMB,Potential ThinkPHP RCE Exploitation Attempt,,,,,,,,,,,,,
AlienVault NIDS: 'ET ATTACK RESPONSE x2300 phpshell detected',Web Shell Command,Potential Remote Shell Command,Potential Web Shell Command,Suspicious Remote Shell Command,Command Execution Over SMB,Potential ThinkPHP RCE Exploitation Attempt,,,,,,,,,,,,,
AlienVault NIDS: 'ET ATTACK_RESPONSE Frequent HTTP 401 Unauthorized - Possible Brute Force Attack',HTTP 414 URI Too Long,Uncommon HTTP 1xx Response With Body Content,http-evader Test Suite,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CHAT MSN file transfer accept',FTP File Upload to a Public Server,Suspicious FTP Upload to an External Server,SMBv1,Potential SMB Brute Force Attack,Unusual data upload,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CHAT MSN file transfer reject',FTP File Upload to a Public Server,Suspicious FTP Upload to an External Server,SMBv1,Potential SMB Brute Force Attack,Unusual data upload,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CHAT MSN file transfer request',FTP File Upload to a Public Server,Suspicious FTP Upload to an External Server,SMBv1,Potential SMB Brute Force Attack,Unusual data upload,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Blackhole Acrobat 1-7 PDF exploit download request 2',BlackHole,Malicious File Download,Malicious archive download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Blackhole Acrobat 8/9.3 PDF exploit download request 2',BlackHole,Malicious File Download,Malicious archive download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Blackhole Exploit Kit Landing Reporting Successful Java Compromise',BlackHole,Malicious java app download,Malicious archive download,Malicious android app download,Unusual data download,Data download on suspicious port,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Blackhole Exploit Pack HCP exploit 2',BlackHole,Malicious Binary Download,Malicious Document Download,Malicious File Download,Malicious Script Download,Malicious android app download,Malicious archive download,Malicious java app download,Unusual data download,Data download on suspicious port,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Blackhole Exploit Pack HCP exploit 3',BlackHole,Malicious Binary Download,Malicious Document Download,Malicious File Download,Malicious Script Download,Malicious android app download,Malicious archive download,Malicious java app download,Unusual data download,Data download on suspicious port,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Blackhole Exploit Pack HCP exploit',BlackHole,Malicious Binary Download,Malicious Document Download,Malicious File Download,Malicious Script Download,Malicious android app download,Malicious archive download,Malicious java app download,Unusual data download,Data download on suspicious port,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Blackhole Exploit Pack HCP overflow Media Player lt 10',BlackHole,Malicious File Download,Malicious archive download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Bredolab CnC URL Detected',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Driveby Download Secondary Request',Dropper attempt to download payload,Download Of File With Malicious PowerShell,Malicious Binary Download,Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Generic Win32 Banker Trojan CheckIn',GenericTrojan_11,Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Likely Blackhole Exploit Kit Driveby ?b Download Secondary Request',BlackHole,Malicious Binary Download,Malicious Document Download,Malicious File Download,Malicious Script Download,Malicious android app download,Malicious archive download,Malicious java app download,Unusual data download,Data download on suspicious port,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Likely Blackhole Exploit Kit Driveby ?doit Download Secondary Request',BlackHole,Malicious Binary Download,Malicious Document Download,Malicious File Download,Malicious Script Download,Malicious android app download,Malicious archive download,Malicious java app download,Unusual data download,Data download on suspicious port,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Likely Blackhole Exploit Kit Driveby ?n Download Secondary Request',BlackHole,Malicious Binary Download,Malicious Document Download,Malicious File Download,Malicious Script Download,Malicious android app download,Malicious archive download,Malicious java app download,Unusual data download,Data download on suspicious port,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Likely Blackhole Exploit Kit Driveby ?page Download Secondary Request',BlackHole,Malicious Binary Download,Malicious Document Download,Malicious File Download,Malicious Script Download,Malicious android app download,Malicious archive download,Malicious java app download,Unusual data download,Data download on suspicious port,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Likely Blackhole Exploit Kit Driveby ?v Download Secondary Request',BlackHole,Malicious Binary Download,Malicious Document Download,Malicious File Download,Malicious Script Download,Malicious android app download,Malicious archive download,Malicious java app download,Unusual data download,Data download on suspicious port,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Likely TDS redirecting to exploit kit',Injected redirection to suspicious site,Malicious redirector,Suspicious Redirection Gateway Domain,TDS_Redirect,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS MUROFET/Licat Trojan Checkin Forum',GenericTrojan_11,Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS MUROFET/Licat Trojan',GenericTrojan_11,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS POST to /x48/x58/ Possible Zeus Version 3 Command and Control Server Traffic',ZeuS Gameover,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Ponmocup C2 Malware Update after fake JPEG download',Malicious File Download,Malicious archive download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Ponmocup C2 Malware Update before fake JPEG download',Malicious File Download,Malicious archive download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Ponmocup C2 Sending Data to Controller 1',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Ponmocup C2 Sending Data to Controller 2',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Ponmocup Redirection from infected Website to Trojan-Downloader',GenericTrojan_11,Injected redirection to suspicious site,Malicious redirector,Suspicious Redirection Gateway Domain,TDS_Redirect,Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Possible TDSS Trojan GET with xxxx_ string',GenericTrojan_11,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Possible Zeus Version 3 Infection Posting Banking HTTP Log to Command and Control Server',ZeuS Gameover,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS SEO FAKE AV Win32.Ponmocup Checkin',Generic FakeAV,Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS SpyEye HTTP Library leaking information to C&C',Spyrat,Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS SpyEye Post_Express_Label ftpgrabber check-in',Spyrat,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS SpyEye Post_Express_Label infection activity multi-stage download request',Spyrat,Malicious Binary Download,Malicious Document Download,Malicious File Download,Malicious Script Download,Malicious android app download,Malicious archive download,Malicious java app download,Unusual data download,Data download on suspicious port,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS SpyEye Post_Express_Label infection activity to document.doc',Spyrat,Malicious Document Download,Malicious archive download,Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS TROJAN Likely TDSS Download (codex.exe)',TDS_Redirect,GenericTrojan_11,Malicious Binary Download,Malicious Script Download,Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,SMB2 Create for an .exe file,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS TROJAN Likely TDSS Download (pcdef.exe)',TDS_Redirect,GenericTrojan_11,Malicious Binary Download,Malicious Script Download,Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,SMB2 Create for an .exe file,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Zbot update (av-i386-daily.zip)',Malicious archive download,Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Zbot update (av_base/ip.php)',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Zbot update (av_base/pay.php)',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET CURRENT_EVENTS Zeus Bot / Zbot Checkin (/us01d/in.php)',ZeuS Gameover,Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED - Blackhole Admin Login Inbound',BlackHole,RDP protocol,Administrator RDP Connection,RDP Connection with rapid Cookie,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED - Blackhole Admin Login Outbound',BlackHole,RDP protocol,Administrator RDP Connection,RDP Connection with rapid Cookie,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED BlackHole Landing Page /upinv.html',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED BlackHole TKR Landing Page /last/index.php',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole - Blackhole Java Exploit request to spn.jar',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole - Jar File Naming Algorithm',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole - Landing Page Recieved - applet PluginDetect and 10hexchar title',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Acrobat 1-7 PDF exploit download request 3',BlackHole,Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Acrobat 1-7 PDF exploit download request 4',BlackHole,Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Acrobat 1-7 PDF exploit download request 6',BlackHole,Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Acrobat 8/9.3 PDF exploit download request 4',BlackHole,Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Acrobat 8/9.3 PDF exploit download request 5',BlackHole,Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Acrobat 8/9.3 PDF exploit download request 6',BlackHole,Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Admin bhadmin.php access Inbound',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Admin bhadmin.php access Outbound',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Download Secondary Request ?pagpag',BlackHole,Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Eval Split String Obfuscation In Brackets',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Exploit Kit Applet Code Rafa.Rafa 6th July 2012',BlackHole,,,,,,,,,,,,,,,,,,
